source_key_ids,charge_mean,sigma_mean,epsilon_mean,mass_mean,env_key,z,formal_charge,aromatic,hybridization,degree,total_hs,in_ring,ring_count,neighbor_sig,bond_kinds,hop1_shell,hop2_shell
49,-0.16020000,3.50000000,0.06600000,12.01100000,"{""aromatic"":0,""bond_kinds"":[""S"",""S"",""S"",""S""],""degree"":4,""formal_charge"":0,""hop1_shell"":[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":1,""ring"":0,""z"":6},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6}],""hybridization"":""SP3"",""in_ring"":0,""neighbor_sig"":[""1:S:0"",""1:S:0"",""6:S:0"",""6:S:0""],""ring_count"":0,""total_hs"":2,""z"":6}",6,0,0,SP3,4,2,0,0,"[""1:S:0"",""1:S:0"",""6:S:0"",""6:S:0""]","[""S"",""S"",""S"",""S""]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":1,""ring"":0,""z"":6},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6}]",
50,-0.19100000,3.50000000,0.06600000,12.01100000,"{""aromatic"":0,""bond_kinds"":[""S"",""S"",""S"",""S""],""degree"":4,""formal_charge"":0,""hop1_shell"":[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6}],""hybridization"":""SP3"",""in_ring"":0,""neighbor_sig"":[""1:S:0"",""1:S:0"",""6:S:0"",""6:S:0""],""ring_count"":0,""total_hs"":2,""z"":6}",6,0,0,SP3,4,2,0,0,"[""1:S:0"",""1:S:0"",""6:S:0"",""6:S:0""]","[""S"",""S"",""S"",""S""]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6}]",
51;52,-0.10775000,3.50000000,0.06600000,12.01100000,"{""aromatic"":0,""bond_kinds"":[""S"",""S"",""S"",""S""],""degree"":4,""formal_charge"":0,""hop1_shell"":[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":6}],""hybridization"":""SP3"",""in_ring"":0,""neighbor_sig"":[""1:S:0"",""1:S:0"",""6:S:0"",""6:S:1""],""ring_count"":0,""total_hs"":2,""z"":6}",6,0,0,SP3,4,2,0,0,"[""1:S:0"",""1:S:0"",""6:S:0"",""6:S:1""]","[""S"",""S"",""S"",""S""]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":6}]",
53;54,0.02840000,3.50000000,0.06600000,12.01100000,"{""aromatic"":0,""bond_kinds"":[""S"",""S"",""S"",""S""],""degree"":4,""formal_charge"":0,""hop1_shell"":[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":0,""deg"":2,""fc"":0,""h"":0,""ring"":0,""z"":8}],""hybridization"":""SP3"",""in_ring"":0,""neighbor_sig"":[""1:S:0"",""1:S:0"",""6:S:0"",""8:S:0""],""ring_count"":0,""total_hs"":2,""z"":6}",6,0,0,SP3,4,2,0,0,"[""1:S:0"",""1:S:0"",""6:S:0"",""8:S:0""]","[""S"",""S"",""S"",""S""]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":0,""deg"":2,""fc"":0,""h"":0,""ring"":0,""z"":8}]",
55,0.01200000,3.50000000,0.06600000,12.01100000,"{""aromatic"":0,""bond_kinds"":[""S"",""S"",""S"",""S""],""degree"":4,""formal_charge"":0,""hop1_shell"":[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":3,""ring"":0,""z"":6},{""ar"":0,""deg"":2,""fc"":0,""h"":0,""ring"":0,""z"":8}],""hybridization"":""SP3"",""in_ring"":0,""neighbor_sig"":[""1:S:0"",""1:S:0"",""6:S:0"",""8:S:0""],""ring_count"":0,""total_hs"":2,""z"":6}",6,0,0,SP3,4,2,0,0,"[""1:S:0"",""1:S:0"",""6:S:0"",""8:S:0""]","[""S"",""S"",""S"",""S""]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":3,""ring"":0,""z"":6},{""ar"":0,""deg"":2,""fc"":0,""h"":0,""ring"":0,""z"":8}]",
56;57;58;59,-0.69130575,3.50000000,0.06600000,12.01100000,"{""aromatic"":0,""bond_kinds"":[""S"",""S"",""S"",""S""],""degree"":4,""formal_charge"":0,""hop1_shell"":[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":0,""ring"":0,""z"":14}],""hybridization"":""SP3"",""in_ring"":0,""neighbor_sig"":[""14:S:0"",""1:S:0"",""1:S:0"",""1:S:0""],""ring_count"":0,""total_hs"":3,""z"":6}",6,0,0,SP3,4,3,0,0,"[""14:S:0"",""1:S:0"",""1:S:0"",""1:S:0""]","[""S"",""S"",""S"",""S""]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":0,""ring"":0,""z"":14}]",
60,-0.69466700,3.50000000,0.06600000,12.01100000,"{""aromatic"":0,""bond_kinds"":[""S"",""S"",""S"",""S""],""degree"":4,""formal_charge"":0,""hop1_shell"":[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":0,""ring"":1,""z"":14}],""hybridization"":""SP3"",""in_ring"":0,""neighbor_sig"":[""14:S:0"",""1:S:0"",""1:S:0"",""1:S:0""],""ring_count"":0,""total_hs"":3,""z"":6}",6,0,0,SP3,4,3,0,0,"[""14:S:0"",""1:S:0"",""1:S:0"",""1:S:0""]","[""S"",""S"",""S"",""S""]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":0,""ring"":1,""z"":14}]",
61,-0.07165000,3.50000000,0.06600000,12.01100000,"{""aromatic"":0,""bond_kinds"":[""S"",""S"",""S"",""S""],""degree"":4,""formal_charge"":0,""hop1_shell"":[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":0,""ring"":0,""z"":6}],""hybridization"":""SP3"",""in_ring"":0,""neighbor_sig"":[""1:S:0"",""1:S:0"",""1:S:0"",""6:S:0""],""ring_count"":0,""total_hs"":3,""z"":6}",6,0,0,SP3,4,3,0,0,"[""1:S:0"",""1:S:0"",""1:S:0"",""6:S:0""]","[""S"",""S"",""S"",""S""]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":0,""ring"":0,""z"":6}]",
62,-0.13250000,3.50000000,0.06600000,12.01100000,"{""aromatic"":0,""bond_kinds"":[""S"",""S"",""S"",""S""],""degree"":4,""formal_charge"":0,""hop1_shell"":[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":1,""ring"":0,""z"":6}],""hybridization"":""SP3"",""in_ring"":0,""neighbor_sig"":[""1:S:0"",""1:S:0"",""1:S:0"",""6:S:0""],""ring_count"":0,""total_hs"":3,""z"":6}",6,0,0,SP3,4,3,0,0,"[""1:S:0"",""1:S:0"",""1:S:0"",""6:S:0""]","[""S"",""S"",""S"",""S""]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":1,""ring"":0,""z"":6}]",
63,-0.25635000,3.50000000,0.06600000,12.01100000,"{""aromatic"":0,""bond_kinds"":[""S"",""S"",""S"",""S""],""degree"":4,""formal_charge"":0,""hop1_shell"":[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6}],""hybridization"":""SP3"",""in_ring"":0,""neighbor_sig"":[""1:S:0"",""1:S:0"",""1:S:0"",""6:S:0""],""ring_count"":0,""total_hs"":3,""z"":6}",6,0,0,SP3,4,3,0,0,"[""1:S:0"",""1:S:0"",""1:S:0"",""6:S:0""]","[""S"",""S"",""S"",""S""]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6}]",
64;65;66,-0.08898333,3.55000000,0.07000000,12.01100000,"{""aromatic"":1,""bond_kinds"":[""A"",""A"",""S""],""degree"":3,""formal_charge"":0,""hop1_shell"":[{""ar"":0,""deg"":4,""fc"":0,""h"":1,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6}],""hybridization"":""SP2"",""in_ring"":1,""neighbor_sig"":[""6:A:1"",""6:A:1"",""6:S:0""],""ring_count"":1,""total_hs"":0,""z"":6}",6,0,1,SP2,3,0,1,1,"[""6:A:1"",""6:A:1"",""6:S:0""]","[""A"",""A"",""S""]","[{""ar"":0,""deg"":4,""fc"":0,""h"":1,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6}]",
67,-0.08490000,3.55000000,0.07000000,12.01100000,"{""aromatic"":1,""bond_kinds"":[""A"",""A"",""S""],""degree"":3,""formal_charge"":0,""hop1_shell"":[{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6}],""hybridization"":""SP2"",""in_ring"":1,""neighbor_sig"":[""6:A:1"",""6:A:1"",""6:S:0""],""ring_count"":1,""total_hs"":0,""z"":6}",6,0,1,SP2,3,0,1,1,"[""6:A:1"",""6:A:1"",""6:S:0""]","[""A"",""A"",""S""]","[{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6}]",
68,-0.17330000,3.55000000,0.07000000,12.01100000,"{""aromatic"":1,""bond_kinds"":[""A"",""A"",""S""],""degree"":3,""formal_charge"":0,""hop1_shell"":[{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6},{""ar"":1,""deg"":2,""fc"":0,""h"":0,""ring"":1,""z"":7}],""hybridization"":""SP2"",""in_ring"":1,""neighbor_sig"":[""6:A:1"",""6:S:0"",""7:A:1""],""ring_count"":1,""total_hs"":0,""z"":6}",6,0,1,SP2,3,0,1,1,"[""6:A:1"",""6:S:0"",""7:A:1""]","[""A"",""A"",""S""]","[{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6},{""ar"":1,""deg"":2,""fc"":0,""h"":0,""ring"":1,""z"":7}]",
69;70,-0.14428750,3.55000000,0.07000000,12.01100000,"{""aromatic"":1,""bond_kinds"":[""A"",""A"",""S""],""degree"":3,""formal_charge"":0,""hop1_shell"":[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6}],""hybridization"":""SP2"",""in_ring"":1,""neighbor_sig"":[""1:S:0"",""6:A:1"",""6:A:1""],""ring_count"":1,""total_hs"":1,""z"":6}",6,0,1,SP2,3,1,1,1,"[""1:S:0"",""6:A:1"",""6:A:1""]","[""A"",""A"",""S""]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6}]",
71;72,-0.14785500,3.55000000,0.07000000,12.01100000,"{""aromatic"":1,""bond_kinds"":[""A"",""A"",""S""],""degree"":3,""formal_charge"":0,""hop1_shell"":[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6}],""hybridization"":""SP2"",""in_ring"":1,""neighbor_sig"":[""1:S:0"",""6:A:1"",""6:A:1""],""ring_count"":1,""total_hs"":1,""z"":6}",6,0,1,SP2,3,1,1,1,"[""1:S:0"",""6:A:1"",""6:A:1""]","[""A"",""A"",""S""]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6}]",
73,-0.15160000,3.55000000,0.07000000,12.01100000,"{""aromatic"":1,""bond_kinds"":[""A"",""A"",""S""],""degree"":3,""formal_charge"":0,""hop1_shell"":[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":7}],""hybridization"":""SP2"",""in_ring"":1,""neighbor_sig"":[""1:S:0"",""6:A:1"",""7:A:1""],""ring_count"":1,""total_hs"":1,""z"":6}",6,0,1,SP2,3,1,1,1,"[""1:S:0"",""6:A:1"",""7:A:1""]","[""A"",""A"",""S""]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":7}]",
74,-0.07800000,3.25000000,0.17000000,14.00700000,"{""aromatic"":1,""bond_kinds"":[""A"",""A""],""degree"":2,""formal_charge"":0,""hop1_shell"":[{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":6},{""ar"":1,""deg"":2,""fc"":0,""h"":0,""ring"":1,""z"":7}],""hybridization"":""SP2"",""in_ring"":1,""neighbor_sig"":[""6:A:1"",""7:A:1""],""ring_count"":1,""total_hs"":0,""z"":7}",7,0,1,SP2,2,0,1,1,"[""6:A:1"",""7:A:1""]","[""A"",""A""]","[{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":6},{""ar"":1,""deg"":2,""fc"":0,""h"":0,""ring"":1,""z"":7}]",
75,-0.10580000,3.25000000,0.17000000,14.00700000,"{""aromatic"":1,""bond_kinds"":[""A"",""A""],""degree"":2,""formal_charge"":0,""hop1_shell"":[{""ar"":1,""deg"":2,""fc"":0,""h"":0,""ring"":1,""z"":7},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":7}],""hybridization"":""SP2"",""in_ring"":1,""neighbor_sig"":[""7:A:1"",""7:A:1""],""ring_count"":1,""total_hs"":0,""z"":7}",7,0,1,SP2,2,0,1,1,"[""7:A:1"",""7:A:1""]","[""A"",""A""]","[{""ar"":1,""deg"":2,""fc"":0,""h"":0,""ring"":1,""z"":7},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":7}]",
76,-0.17360000,3.25000000,0.17000000,14.00700000,"{""aromatic"":1,""bond_kinds"":[""A"",""A"",""S""],""degree"":3,""formal_charge"":0,""hop1_shell"":[{""ar"":0,""deg"":4,""fc"":0,""h"":1,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6},{""ar"":1,""deg"":2,""fc"":0,""h"":0,""ring"":1,""z"":7}],""hybridization"":""SP2"",""in_ring"":1,""neighbor_sig"":[""6:A:1"",""6:S:0"",""7:A:1""],""ring_count"":1,""total_hs"":0,""z"":7}",7,0,1,SP2,3,0,1,1,"[""6:A:1"",""6:S:0"",""7:A:1""]","[""A"",""A"",""S""]","[{""ar"":0,""deg"":4,""fc"":0,""h"":1,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6},{""ar"":1,""deg"":2,""fc"":0,""h"":0,""ring"":1,""z"":7}]",
77;78,-0.44317500,2.96000000,0.21000000,15.99900000,"{""aromatic"":0,""bond_kinds"":[""D""],""degree"":1,""formal_charge"":0,""hop1_shell"":[{""ar"":0,""deg"":3,""fc"":0,""h"":0,""ring"":0,""z"":6}],""hybridization"":""SP2"",""in_ring"":0,""neighbor_sig"":[""6:D:0""],""ring_count"":0,""total_hs"":0,""z"":8}",8,0,0,SP2,1,0,0,0,"[""6:D:0""]","[""D""]","[{""ar"":0,""deg"":3,""fc"":0,""h"":0,""ring"":0,""z"":6}]",
79;80;81,-0.38210000,2.90000000,0.14000000,15.99900000,"{""aromatic"":0,""bond_kinds"":[""S"",""S""],""degree"":2,""formal_charge"":0,""hop1_shell"":[{""ar"":0,""deg"":3,""fc"":0,""h"":0,""ring"":0,""z"":6},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6}],""hybridization"":""SP2"",""in_ring"":0,""neighbor_sig"":[""6:S:0"",""6:S:0""],""ring_count"":0,""total_hs"":0,""z"":8}",8,0,0,SP2,2,0,0,0,"[""6:S:0"",""6:S:0""]","[""S"",""S""]","[{""ar"":0,""deg"":3,""fc"":0,""h"":0,""ring"":0,""z"":6},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6}]",
82;83,-0.43175000,2.96000000,0.21000000,15.99900000,"{""aromatic"":0,""bond_kinds"":[""S""],""degree"":1,""formal_charge"":0,""hop1_shell"":[{""ar"":0,""deg"":3,""fc"":0,""h"":1,""ring"":0,""z"":6}],""hybridization"":""SP3"",""in_ring"":0,""neighbor_sig"":[""6:S:0""],""ring_count"":0,""total_hs"":1,""z"":8}",8,0,0,SP3,1,1,0,0,"[""6:S:0""]","[""S""]","[{""ar"":0,""deg"":3,""fc"":0,""h"":1,""ring"":0,""z"":6}]",
84;85;86;87,-1.09900825,2.90000000,0.14000000,15.99900000,"{""aromatic"":0,""bond_kinds"":[""S"",""S""],""degree"":2,""formal_charge"":0,""hop1_shell"":[{""ar"":0,""deg"":4,""fc"":0,""h"":0,""ring"":0,""z"":14},{""ar"":0,""deg"":4,""fc"":0,""h"":0,""ring"":0,""z"":14}],""hybridization"":""SP3"",""in_ring"":0,""neighbor_sig"":[""14:S:0"",""14:S:0""],""ring_count"":0,""total_hs"":0,""z"":8}",8,0,0,SP3,2,0,0,0,"[""14:S:0"",""14:S:0""]","[""S"",""S""]","[{""ar"":0,""deg"":4,""fc"":0,""h"":0,""ring"":0,""z"":14},{""ar"":0,""deg"":4,""fc"":0,""h"":0,""ring"":0,""z"":14}]",
88,-0.38240000,2.90000000,0.14000000,15.99900000,"{""aromatic"":0,""bond_kinds"":[""S"",""S""],""degree"":2,""formal_charge"":0,""hop1_shell"":[{""ar"":0,""deg"":3,""fc"":0,""h"":1,""ring"":0,""z"":6},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6}],""hybridization"":""SP3"",""in_ring"":0,""neighbor_sig"":[""6:S:0"",""6:S:0""],""ring_count"":0,""total_hs"":0,""z"":8}",8,0,0,SP3,2,0,0,0,"[""6:S:0"",""6:S:0""]","[""S"",""S""]","[{""ar"":0,""deg"":3,""fc"":0,""h"":1,""ring"":0,""z"":6},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6}]",
89;90,-1.14093350,2.90000000,0.14000000,15.99900000,"{""aromatic"":0,""bond_kinds"":[""S"",""S""],""degree"":2,""formal_charge"":0,""hop1_shell"":[{""ar"":0,""deg"":4,""fc"":0,""h"":0,""ring"":1,""z"":14},{""ar"":0,""deg"":4,""fc"":0,""h"":0,""ring"":1,""z"":14}],""hybridization"":""SP3"",""in_ring"":1,""neighbor_sig"":[""14:S:0"",""14:S:0""],""ring_count"":2,""total_hs"":0,""z"":8}",8,0,0,SP3,2,0,1,2,"[""14:S:0"",""14:S:0""]","[""S"",""S""]","[{""ar"":0,""deg"":4,""fc"":0,""h"":0,""ring"":1,""z"":14},{""ar"":0,""deg"":4,""fc"":0,""h"":0,""ring"":1,""z"":14}]",
91,-0.95330000,3.12000000,0.17000000,15.99900000,"{""aromatic"":0,""bond_kinds"":[""S"",""S""],""degree"":2,""formal_charge"":0,""hop1_shell"":[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":0,""ring"":0,""z"":14}],""hybridization"":""SP3"",""in_ring"":0,""neighbor_sig"":[""14:S:0"",""1:S:0""],""ring_count"":0,""total_hs"":1,""z"":8}",8,0,0,SP3,2,1,0,0,"[""14:S:0"",""1:S:0""]","[""S"",""S""]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":0,""ring"":0,""z"":14}]",
92,-0.56580000,3.12000000,0.17000000,15.99900000,"{""aromatic"":0,""bond_kinds"":[""S"",""S""],""degree"":2,""formal_charge"":0,""hop1_shell"":[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":3,""fc"":0,""h"":1,""ring"":0,""z"":6}],""hybridization"":""SP3"",""in_ring"":0,""neighbor_sig"":[""1:S:0"",""6:S:0""],""ring_count"":0,""total_hs"":1,""z"":8}",8,0,0,SP3,2,1,0,0,"[""1:S:0"",""6:S:0""]","[""S"",""S""]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":3,""fc"":0,""h"":1,""ring"":0,""z"":6}]",
